order_id,restaurant_id,restaurant_type,restaurant_size,order_timestamp,for_timestamp,rider_arrival_timestamp,true_kpt_minutes,recorded_kpt_minutes,concurrent_orders,kitchen_load_score,mx_response_latency_sec,rejection_flag,is_peak_hour,is_contaminated,for_rider_delta_seconds,is_rider_influenced
ORD_02420,REST_008,fast_food,medium,2024-02-25 12:33:00,2024-02-25 12:58:18,2024-02-25 13:03:18,26.3,25.3,13,0.85,4.95,0,1,0,-300.0,0
ORD_02424,REST_029,cloud_kitchen,large,2024-02-28 22:39:00,2024-02-28 23:04:06,2024-02-28 23:06:06,26.1,25.1,7,0.35,2.83,0,0,0,-120.0,0
ORD_02427,REST_003,fast_food,small,2024-05-10 05:24:00,2024-05-10 05:35:00,2024-05-10 05:40:00,11.0,11.0,3,0.15,0.79,0,0,0,-300.0,0
ORD_02431,REST_029,cloud_kitchen,large,2024-03-08 04:09:00,2024-03-08 04:39:42,2024-03-08 04:44:42,30.7,30.7,7,0.35,2.14,0,0,0,-300.0,0
ORD_02437,REST_043,fast_food,small,2024-03-21 07:54:00,2024-03-21 08:08:06,2024-03-21 08:06:06,13.1,14.1,1,0.05,1.9,0,0,0,120.0,0
ORD_02440,REST_018,fast_food,small,2024-05-01 01:23:00,2024-05-01 01:36:36,2024-05-01 01:34:36,14.6,13.6,4,0.2,2.51,0,0,0,120.0,0
ORD_02441,REST_024,fast_food,small,2024-01-23 13:46:00,2024-01-23 14:11:24,2024-01-23 14:15:24,24.4,25.4,6,0.5,8.38,0,1,0,-240.0,0
ORD_02442,REST_022,cloud_kitchen,medium,2024-04-19 08:01:00,2024-04-19 08:24:30,2024-04-19 08:29:30,23.5,23.5,6,0.3,4.31,0,0,0,-300.0,0
ORD_02446,REST_049,casual_dining,medium,2024-04-20 19:25:00,2024-04-20 19:59:30,2024-04-20 20:02:30,35.5,34.5,6,0.5,7.41,0,1,0,-180.0,0
ORD_02449,REST_022,cloud_kitchen,medium,2024-06-27 18:33:00,2024-06-27 18:45:42,2024-06-27 18:47:42,11.7,12.7,3,0.15,4.27,0,0,0,-120.0,0
ORD_02455,REST_020,fast_food,large,2024-05-19 21:48:00,2024-05-19 22:34:00,2024-05-19 22:32:00,44.0,46.0,24,1.0,7.13,0,1,0,120.0,0
ORD_02456,REST_020,fast_food,large,2024-01-23 13:52:00,2024-01-23 14:36:18,2024-01-23 14:39:18,45.3,44.3,21,1.0,5.45,1,1,0,-180.0,0
ORD_02459,REST_029,cloud_kitchen,large,2024-01-21 03:56:00,2024-01-21 04:37:48,2024-01-21 04:35:48,39.8,41.8,8,0.4,4.12,0,0,0,120.0,0
ORD_02462,REST_020,fast_food,large,2024-03-01 02:54:00,2024-03-01 03:10:42,2024-03-01 03:12:42,15.7,16.7,10,0.5,5.38,0,0,0,-120.0,0
ORD_02465,REST_037,fast_food,large,2024-06-03 18:15:00,2024-06-03 18:35:00,2024-06-03 18:39:00,19.0,20.0,1,0.05,3.5,0,0,0,-240.0,0
ORD_02472,REST_018,fast_food,small,2024-05-25 13:54:00,2024-05-25 14:14:18,2024-05-25 14:16:18,20.3,20.3,8,0.6,4.59,0,1,0,-120.0,0
ORD_02475,REST_044,casual_dining,large,2024-04-30 00:35:00,2024-04-30 01:10:12,2024-04-30 01:16:12,36.2,35.2,10,0.5,6.22,0,0,0,-360.0,0
ORD_02477,REST_005,casual_dining,medium,2024-02-27 17:35:00,2024-02-27 17:59:54,2024-02-27 18:01:54,24.9,24.9,3,0.15,3.04,0,0,0,-120.0,0
ORD_02479,REST_027,cloud_kitchen,medium,2024-02-23 20:06:00,2024-02-23 20:43:06,2024-02-23 20:46:06,35.1,37.1,7,0.55,8.31,1,1,0,-180.0,0
ORD_02482,REST_010,fast_food,large,2024-06-16 02:41:00,2024-06-16 02:56:18,2024-06-16 02:58:18,16.3,15.3,9,0.45,4.52,0,0,0,-120.0,0
ORD_02486,REST_040,casual_dining,small,2024-02-29 00:08:00,2024-02-29 00:34:48,2024-02-29 00:37:48,27.8,26.8,2,0.1,4.29,1,0,0,-180.0,0
ORD_02489,REST_029,cloud_kitchen,large,2024-04-19 04:49:00,2024-04-19 05:13:36,2024-04-19 05:11:36,23.6,24.6,7,0.35,0.5,0,0,0,120.0,0
ORD_02492,REST_009,cloud_kitchen,small,2024-01-12 04:34:00,2024-01-12 04:57:06,2024-01-12 05:03:06,24.1,23.1,1,0.05,4.01,0,0,0,-360.0,0
ORD_02494,REST_047,casual_dining,small,2024-04-15 08:42:00,2024-04-15 08:56:24,2024-04-15 09:00:24,15.4,14.4,2,0.1,2.98,0,0,0,-240.0,0
ORD_02496,REST_012,cloud_kitchen,large,2024-03-08 01:24:00,2024-03-08 02:05:54,2024-03-08 02:01:54,39.9,41.9,18,0.9,7.83,0,0,0,240.0,0
ORD_02499,REST_016,casual_dining,small,2024-05-04 07:40:00,2024-05-04 08:08:54,2024-05-04 08:06:54,29.9,28.9,1,0.05,2.98,0,0,0,120.0,0
ORD_02501,REST_045,fast_food,large,2024-05-21 13:51:00,2024-05-21 14:39:24,2024-05-21 14:37:24,49.4,48.4,25,1.0,9.7,0,1,0,120.0,0
ORD_02510,REST_050,casual_dining,medium,2024-05-09 21:22:00,2024-05-09 22:03:54,2024-05-09 22:01:54,39.9,41.9,10,0.7,5.83,1,1,0,120.0,0
ORD_02512,REST_011,cloud_kitchen,medium,2024-06-02 23:20:00,2024-06-02 23:46:00,2024-06-02 23:44:00,24.0,26.0,4,0.2,5.06,0,0,0,120.0,0
ORD_02517,REST_042,fast_food,large,2024-04-14 05:52:00,2024-04-14 06:12:36,2024-04-14 06:16:36,20.6,20.6,7,0.35,4.96,0,0,0,-240.0,0
ORD_02518,REST_003,fast_food,small,2024-04-20 12:04:00,2024-04-20 12:32:00,2024-04-20 12:34:00,27.0,28.0,5,0.45,5.82,0,1,0,-120.0,0
ORD_02520,REST_015,cloud_kitchen,large,2024-06-29 05:04:00,2024-06-29 05:41:48,2024-06-29 05:44:48,38.8,37.8,15,0.75,7.55,0,0,0,-180.0,0
ORD_02523,REST_021,fast_food,small,2024-03-08 17:34:00,2024-03-08 17:46:36,2024-03-08 17:48:36,13.6,12.6,1,0.05,1.33,1,0,0,-120.0,0
ORD_02526,REST_020,fast_food,large,2024-01-31 19:27:00,2024-01-31 20:10:12,2024-01-31 20:13:12,44.2,43.2,21,1.0,8.16,0,1,0,-180.0,0
ORD_02534,REST_012,cloud_kitchen,large,2024-03-10 07:56:00,2024-03-10 08:37:06,2024-03-10 08:40:06,40.1,41.1,13,0.65,5.37,0,0,0,-180.0,0
ORD_02536,REST_004,cloud_kitchen,large,2024-04-25 12:34:00,2024-04-25 13:23:00,2024-04-25 13:26:00,49.0,49.0,21,1.0,6.94,0,1,0,-180.0,0
ORD_02538,REST_014,fast_food,medium,2024-05-03 13:57:00,2024-05-03 14:32:12,2024-05-03 14:29:12,33.2,35.2,9,0.65,8.98,0,1,0,180.0,0
ORD_02543,REST_026,fast_food,medium,2024-05-03 15:24:00,2024-05-03 15:43:48,2024-05-03 15:46:48,18.8,19.8,3,0.15,4.98,0,0,0,-180.0,0
ORD_02548,REST_026,fast_food,medium,2024-05-16 12:48:00,2024-05-16 13:23:18,2024-05-16 13:26:18,35.3,35.3,15,0.95,6.69,1,1,0,-180.0,0
ORD_02552,REST_040,casual_dining,small,2024-04-15 13:37:00,2024-04-15 14:16:42,2024-04-15 14:13:42,37.7,39.7,4,0.4,6.04,0,1,0,180.0,0
ORD_02556,REST_014,fast_food,medium,2024-04-12 23:37:00,2024-04-12 23:59:42,2024-04-12 23:55:42,21.7,22.7,6,0.3,2.73,0,0,0,240.0,0
ORD_02558,REST_043,fast_food,small,2024-06-12 16:51:00,2024-06-12 17:10:06,2024-06-12 17:14:06,20.1,19.1,4,0.2,5.42,0,0,0,-240.0,0
ORD_02561,REST_001,cloud_kitchen,large,2024-05-22 17:36:00,2024-05-22 18:10:06,2024-05-22 18:13:06,34.1,34.1,11,0.55,6.88,0,0,0,-180.0,0
ORD_02565,REST_023,cloud_kitchen,small,2024-04-09 09:06:00,2024-04-09 09:24:00,2024-04-09 09:21:00,17.0,18.0,2,0.1,3.44,0,0,0,180.0,0
ORD_02566,REST_028,cloud_kitchen,medium,2024-04-24 18:03:00,2024-04-24 18:27:24,2024-04-24 18:31:24,25.4,24.4,7,0.35,4.21,0,0,0,-240.0,0
ORD_02578,REST_041,casual_dining,large,2024-04-28 15:10:00,2024-04-28 15:42:54,2024-04-28 15:45:54,32.9,32.9,10,0.5,5.93,0,0,0,-180.0,0
ORD_02592,REST_026,fast_food,medium,2024-05-30 02:19:00,2024-05-30 02:34:54,2024-05-30 02:32:54,14.9,15.9,3,0.15,2.7,0,0,0,120.0,0
ORD_02600,REST_009,cloud_kitchen,small,2024-03-17 16:34:00,2024-03-17 16:59:54,2024-03-17 16:57:54,23.9,25.9,2,0.1,3.47,0,0,0,120.0,0
ORD_02603,REST_006,fast_food,large,2024-02-16 23:13:00,2024-02-16 23:37:18,2024-02-16 23:39:18,22.3,24.3,11,0.55,6.08,0,0,0,-120.0,0
ORD_02605,REST_001,cloud_kitchen,large,2024-01-06 23:50:00,2024-01-07 00:32:54,2024-01-07 00:35:54,43.9,42.9,19,0.95,8.43,0,0,0,-180.0,0
ORD_02606,REST_029,cloud_kitchen,large,2024-04-29 18:03:00,2024-04-29 18:37:30,2024-04-29 18:39:30,32.5,34.5,13,0.65,7.04,0,0,0,-120.0,0
ORD_02607,REST_038,cloud_kitchen,large,2024-02-23 07:52:00,2024-02-23 08:22:48,2024-02-23 08:27:48,29.8,30.8,9,0.45,3.79,0,0,0,-300.0,0
ORD_02609,REST_013,cloud_kitchen,large,2024-02-02 21:25:00,2024-02-02 22:03:36,2024-02-02 22:05:36,39.6,38.6,18,1.0,6.01,1,1,0,-120.0,0
ORD_02611,REST_008,fast_food,medium,2024-03-03 23:27:00,2024-03-03 23:39:24,2024-03-03 23:46:24,13.4,12.4,5,0.25,4.45,1,0,0,-420.0,0
ORD_02618,REST_025,cloud_kitchen,small,2024-03-15 07:25:00,2024-03-15 07:43:30,2024-03-15 07:40:30,18.5,18.5,3,0.15,5.69,0,0,0,180.0,0
ORD_02619,REST_031,casual_dining,small,2024-05-04 05:29:00,2024-05-04 06:01:12,2024-05-04 06:03:12,30.2,32.2,1,0.05,0.5,1,0,0,-120.0,0
ORD_02621,REST_005,casual_dining,medium,2024-06-29 21:26:00,2024-06-29 22:00:36,2024-06-29 22:03:36,32.6,34.6,8,0.6,9.23,1,1,0,-180.0,0
ORD_02622,REST_021,fast_food,small,2024-06-11 06:21:00,2024-06-11 06:36:00,2024-06-11 06:39:00,16.0,15.0,4,0.2,1.84,0,0,0,-180.0,0
ORD_02630,REST_002,fast_food,medium,2024-06-13 13:51:00,2024-06-13 14:16:42,2024-06-13 14:11:42,23.7,25.7,13,0.85,8.96,0,1,0,300.0,0
ORD_02631,REST_018,fast_food,small,2024-01-09 06:19:00,2024-01-09 06:30:30,2024-01-09 06:32:30,12.5,11.5,2,0.1,4.1,0,0,0,-120.0,0
ORD_02633,REST_019,fast_food,small,2024-05-01 14:00:00,2024-05-01 14:13:30,2024-05-01 14:16:30,14.5,13.5,1,0.25,5.7,0,1,0,-180.0,0
ORD_02635,REST_023,cloud_kitchen,small,2024-03-08 05:02:00,2024-03-08 05:24:36,2024-03-08 05:30:36,22.6,22.6,2,0.1,1.88,0,0,0,-360.0,0
ORD_02641,REST_032,fast_food,medium,2024-03-17 04:11:00,2024-03-17 04:21:42,2024-03-17 04:25:42,10.7,10.7,3,0.15,2.92,0,0,0,-240.0,0
ORD_02648,REST_042,fast_food,large,2024-04-25 05:10:00,2024-04-25 05:35:48,2024-04-25 05:40:48,26.8,25.8,13,0.65,6.21,1,0,0,-300.0,0
ORD_02651,REST_037,fast_food,large,2024-02-12 17:51:00,2024-02-12 18:15:18,2024-02-12 18:17:18,22.3,24.3,9,0.45,3.49,0,0,0,-120.0,0
ORD_02655,REST_031,casual_dining,small,2024-02-16 12:39:00,2024-02-16 13:14:36,2024-02-16 13:16:36,34.6,35.6,7,0.55,6.58,1,1,0,-120.0,0
ORD_02656,REST_021,fast_food,small,2024-01-25 07:59:00,2024-01-25 08:16:06,2024-01-25 08:13:06,16.1,17.1,1,0.05,4.08,0,0,0,180.0,0
ORD_02658,REST_025,cloud_kitchen,small,2024-01-10 04:06:00,2024-01-10 04:23:30,2024-01-10 04:27:30,18.5,17.5,1,0.05,0.63,0,0,0,-240.0,0
ORD_02659,REST_011,cloud_kitchen,medium,2024-04-20 17:56:00,2024-04-20 18:27:54,2024-04-20 18:29:54,29.9,31.9,11,0.55,8.55,0,0,0,-120.0,0
ORD_02663,REST_006,fast_food,large,2024-04-21 09:02:00,2024-04-21 09:26:18,2024-04-21 09:28:18,24.3,24.3,13,0.65,6.82,1,0,0,-120.0,0
ORD_02666,REST_034,cloud_kitchen,small,2024-04-15 10:17:00,2024-04-15 10:41:00,2024-04-15 10:46:00,24.0,24.0,1,0.05,1.5,0,0,0,-300.0,0
ORD_02672,REST_030,cloud_kitchen,medium,2024-05-28 21:34:00,2024-05-28 22:16:36,2024-05-28 22:19:36,43.6,42.6,16,1.0,8.82,0,1,0,-180.0,0
ORD_02673,REST_025,cloud_kitchen,small,2024-01-03 17:50:00,2024-01-03 18:06:54,2024-01-03 18:10:54,17.9,16.9,3,0.15,5.41,0,0,0,-240.0,0
ORD_02675,REST_038,cloud_kitchen,large,2024-05-11 08:43:00,2024-05-11 09:15:24,2024-05-11 09:13:24,32.4,32.4,11,0.55,6.49,0,0,0,120.0,0
ORD_02676,REST_029,cloud_kitchen,large,2024-01-22 03:33:00,2024-01-22 03:55:30,2024-01-22 03:53:30,21.5,22.5,9,0.45,4.22,0,0,0,120.0,0
ORD_02679,REST_021,fast_food,small,2024-04-06 18:38:00,2024-04-06 18:51:24,2024-04-06 18:53:24,12.4,13.4,4,0.2,5.54,0,0,0,-120.0,0
ORD_02681,REST_042,fast_food,large,2024-01-05 04:45:00,2024-01-05 05:04:42,2024-01-05 05:10:42,19.7,19.7,9,0.45,4.16,0,0,0,-360.0,0
ORD_02685,REST_030,cloud_kitchen,medium,2024-01-05 00:18:00,2024-01-05 00:45:18,2024-01-05 00:42:18,27.3,27.3,3,0.15,2.35,0,0,0,180.0,0
ORD_02686,REST_036,fast_food,medium,2024-06-28 10:06:00,2024-06-28 10:23:30,2024-06-28 10:20:30,16.5,17.5,8,0.4,5.56,0,0,0,180.0,0
ORD_02689,REST_016,casual_dining,small,2024-05-13 04:29:00,2024-05-13 04:47:06,2024-05-13 04:53:06,18.1,18.1,1,0.05,4.71,0,0,0,-360.0,0
ORD_02696,REST_048,fast_food,medium,2024-06-22 04:52:00,2024-06-22 05:13:24,2024-06-22 05:17:24,22.4,21.4,6,0.3,4.36,0,0,0,-240.0,0
ORD_02697,REST_033,casual_dining,medium,2024-04-10 13:45:00,2024-04-10 14:22:18,2024-04-10 14:26:18,37.3,37.3,9,0.65,6.46,0,1,0,-240.0,0
ORD_02704,REST_002,fast_food,medium,2024-04-12 21:44:00,2024-04-12 22:14:30,2024-04-12 22:19:30,31.5,30.5,12,0.8,5.17,0,1,0,-300.0,0
ORD_02705,REST_007,fast_food,small,2024-06-20 22:39:00,2024-06-20 22:51:06,2024-06-20 22:55:06,12.1,12.1,1,0.05,2.06,0,0,0,-240.0,0
ORD_02707,REST_019,fast_food,small,2024-05-08 16:51:00,2024-05-08 17:12:24,2024-05-08 17:15:24,19.4,21.4,3,0.15,6.37,0,0,0,-180.0,0
ORD_02708,REST_035,casual_dining,large,2024-01-06 12:25:00,2024-01-06 13:17:36,2024-01-06 13:21:36,53.6,52.6,20,1.0,4.61,0,1,0,-240.0,0
ORD_02712,REST_004,cloud_kitchen,large,2024-06-27 06:06:00,2024-06-27 06:20:24,2024-06-27 06:22:24,15.4,14.4,3,0.15,5.52,0,0,0,-120.0,0
ORD_02714,REST_008,fast_food,medium,2024-03-02 03:48:00,2024-03-02 04:12:36,2024-03-02 04:15:36,22.6,24.6,6,0.3,5.66,0,0,0,-180.0,0
ORD_02715,REST_003,fast_food,small,2024-01-27 20:48:00,2024-01-27 20:58:42,2024-01-27 21:01:42,11.7,10.7,1,0.25,6.23,0,1,0,-180.0,0
ORD_02716,REST_047,casual_dining,small,2024-05-09 08:06:00,2024-05-09 08:34:24,2024-05-09 08:37:24,27.4,28.4,3,0.15,2.67,0,0,0,-180.0,0
ORD_02719,REST_034,cloud_kitchen,small,2024-01-01 15:08:00,2024-01-01 15:35:18,2024-01-01 15:30:18,25.3,27.3,2,0.1,4.2,0,0,0,300.0,0
ORD_02720,REST_008,fast_food,medium,2024-04-16 03:27:00,2024-04-16 03:43:12,2024-04-16 03:38:12,14.2,16.2,4,0.2,2.0,1,0,0,300.0,0
ORD_02723,REST_007,fast_food,small,2024-01-02 05:51:00,2024-01-02 06:06:18,2024-01-02 06:11:18,14.3,15.3,5,0.25,3.39,0,0,0,-300.0,0
ORD_02724,REST_023,cloud_kitchen,small,2024-04-29 16:02:00,2024-04-29 16:24:06,2024-04-29 16:28:06,22.1,22.1,3,0.15,7.06,1,0,0,-240.0,0
ORD_02725,REST_050,casual_dining,medium,2024-02-04 06:56:00,2024-02-04 07:28:54,2024-02-04 07:30:54,33.9,32.9,5,0.25,2.69,0,0,0,-120.0,0
ORD_02729,REST_006,fast_food,large,2024-03-23 01:47:00,2024-03-23 02:11:42,2024-03-23 02:09:42,22.7,24.7,12,0.6,7.54,1,0,0,120.0,0
ORD_02731,REST_050,casual_dining,medium,2024-03-07 05:18:00,2024-03-07 05:48:12,2024-03-07 05:53:12,30.2,30.2,8,0.4,3.53,0,0,0,-300.0,0
ORD_02733,REST_007,fast_food,small,2024-04-18 19:51:00,2024-04-18 20:06:42,2024-04-18 20:10:42,16.7,15.7,2,0.3,5.13,0,1,0,-240.0,0
ORD_02736,REST_015,cloud_kitchen,large,2024-03-20 17:05:00,2024-03-20 17:41:00,2024-03-20 17:39:00,35.0,36.0,12,0.6,6.78,1,0,0,120.0,0
ORD_02738,REST_008,fast_food,medium,2024-03-22 15:15:00,2024-03-22 15:34:42,2024-03-22 15:39:42,20.7,19.7,4,0.2,2.39,0,0,0,-300.0,0
ORD_02741,REST_041,casual_dining,large,2024-01-12 21:51:00,2024-01-12 22:31:54,2024-01-12 22:33:54,41.9,40.9,14,0.9,9.59,0,1,0,-120.0,0
ORD_02746,REST_029,cloud_kitchen,large,2024-03-16 02:53:00,2024-03-16 03:24:00,2024-03-16 03:28:00,31.0,31.0,10,0.5,5.9,0,0,0,-240.0,0
ORD_02749,REST_001,cloud_kitchen,large,2024-04-24 20:57:00,2024-04-24 21:48:42,2024-04-24 21:50:42,52.7,51.7,20,1.0,8.82,0,1,0,-120.0,0
ORD_02752,REST_002,fast_food,medium,2024-03-08 16:58:00,2024-03-08 17:20:30,2024-03-08 17:22:30,22.5,22.5,8,0.4,3.84,0,0,0,-120.0,0
ORD_02755,REST_029,cloud_kitchen,large,2024-04-19 08:49:00,2024-04-19 09:18:48,2024-04-19 09:22:48,28.8,29.8,10,0.5,7.04,1,0,0,-240.0,0
ORD_02757,REST_023,cloud_kitchen,small,2024-03-06 05:27:00,2024-03-06 05:45:36,2024-03-06 05:47:36,18.6,18.6,1,0.05,5.19,0,0,0,-120.0,0
ORD_02758,REST_034,cloud_kitchen,small,2024-03-07 04:54:00,2024-03-07 05:22:48,2024-03-07 05:25:48,28.8,28.8,3,0.15,4.2,0,0,0,-180.0,0
ORD_02764,REST_001,cloud_kitchen,large,2024-01-25 08:11:00,2024-01-25 08:49:24,2024-01-25 08:52:24,39.4,38.4,14,0.7,4.26,0,0,0,-180.0,0
ORD_02769,REST_016,casual_dining,small,2024-05-22 00:34:00,2024-05-22 01:05:18,2024-05-22 01:01:18,30.3,31.3,3,0.15,4.42,0,0,0,240.0,0
ORD_02774,REST_011,cloud_kitchen,medium,2024-05-21 20:19:00,2024-05-21 21:00:12,2024-05-21 21:03:12,40.2,41.2,11,0.75,7.0,0,1,0,-180.0,0
ORD_02777,REST_037,fast_food,large,2024-02-13 19:02:00,2024-02-13 19:33:18,2024-02-13 19:35:18,30.3,31.3,14,0.9,7.3,1,1,0,-120.0,0
ORD_02778,REST_016,casual_dining,small,2024-06-07 01:17:00,2024-06-07 01:36:12,2024-06-07 01:33:12,19.2,19.2,1,0.05,5.22,0,0,0,180.0,0
ORD_02785,REST_029,cloud_kitchen,large,2024-03-26 19:25:00,2024-03-26 20:08:54,2024-03-26 20:10:54,44.9,43.9,20,1.0,9.66,0,1,0,-120.0,0
ORD_02786,REST_008,fast_food,medium,2024-02-06 07:31:00,2024-02-06 07:44:54,2024-02-06 07:47:54,12.9,13.9,5,0.25,3.13,0,0,0,-180.0,0
ORD_02787,REST_018,fast_food,small,2024-02-10 02:58:00,2024-02-10 03:20:30,2024-02-10 03:23:30,21.5,22.5,2,0.1,1.49,1,0,0,-180.0,0
ORD_02788,REST_042,fast_food,large,2024-01-24 18:13:00,2024-01-24 18:44:48,2024-01-24 18:48:48,32.8,31.8,15,0.75,5.31,0,0,0,-240.0,0
ORD_02792,REST_029,cloud_kitchen,large,2024-02-28 00:00:00,2024-02-28 00:28:30,2024-02-28 00:32:30,27.5,28.5,9,0.45,6.83,0,0,0,-240.0,0
ORD_02797,REST_009,cloud_kitchen,small,2024-02-09 02:32:00,2024-02-09 02:53:12,2024-02-09 02:56:12,20.2,21.2,1,0.05,3.57,0,0,0,-180.0,0
ORD_02799,REST_032,fast_food,medium,2024-01-11 13:31:00,2024-01-11 13:57:48,2024-01-11 13:55:48,26.8,26.8,5,0.45,5.35,0,1,0,120.0,0
ORD_02802,REST_041,casual_dining,large,2024-05-08 11:47:00,2024-05-08 12:28:12,2024-05-08 12:32:12,40.2,41.2,12,0.6,7.23,0,0,0,-240.0,0
ORD_02806,REST_001,cloud_kitchen,large,2024-01-28 17:11:00,2024-01-28 17:42:30,2024-01-28 17:40:30,30.5,31.5,16,0.8,5.56,0,0,0,120.0,0
ORD_02808,REST_011,cloud_kitchen,medium,2024-02-11 07:59:00,2024-02-11 08:14:18,2024-02-11 08:18:18,16.3,15.3,3,0.15,3.14,0,0,0,-240.0,0
ORD_02817,REST_028,cloud_kitchen,medium,2024-06-17 04:54:00,2024-06-17 05:21:00,2024-06-17 05:23:00,27.0,27.0,4,0.2,1.45,0,0,0,-120.0,0
ORD_02822,REST_018,fast_food,small,2024-04-19 02:30:00,2024-04-19 02:41:42,2024-04-19 02:38:42,9.7,11.7,1,0.05,2.35,0,0,0,180.0,0
ORD_02825,REST_018,fast_food,small,2024-03-29 13:49:00,2024-03-29 14:11:06,2024-03-29 14:14:06,21.1,22.1,4,0.4,4.03,0,1,0,-180.0,0
ORD_02827,REST_049,casual_dining,medium,2024-02-05 13:35:00,2024-02-05 14:21:30,2024-02-05 14:25:30,46.5,46.5,13,0.85,9.02,0,1,0,-240.0,0
ORD_02830,REST_021,fast_food,small,2024-05-31 19:01:00,2024-05-31 19:30:00,2024-05-31 19:33:00,27.0,29.0,4,0.4,6.13,0,1,0,-180.0,0
ORD_02838,REST_022,cloud_kitchen,medium,2024-01-10 07:45:00,2024-01-10 08:13:54,2024-01-10 08:15:54,28.9,28.9,5,0.25,5.39,0,0,0,-120.0,0
ORD_02839,REST_014,fast_food,medium,2024-01-07 12:30:00,2024-01-07 12:52:48,2024-01-07 12:50:48,20.8,22.8,9,0.65,3.87,0,1,0,120.0,0
ORD_02841,REST_037,fast_food,large,2024-06-13 08:49:00,2024-06-13 09:17:12,2024-06-13 09:20:12,26.2,28.2,13,0.65,6.98,1,0,0,-180.0,0
ORD_02844,REST_026,fast_food,medium,2024-01-07 23:54:00,2024-01-08 00:14:48,2024-01-08 00:12:48,19.8,20.8,6,0.3,4.49,0,0,0,120.0,0
ORD_02851,REST_011,cloud_kitchen,medium,2024-01-08 06:45:00,2024-01-08 07:12:00,2024-01-08 07:14:00,27.0,27.0,4,0.2,2.91,0,0,0,-120.0,0
ORD_02856,REST_048,fast_food,medium,2024-01-20 14:46:00,2024-01-20 15:13:30,2024-01-20 15:15:30,28.5,27.5,9,0.65,2.8,0,1,0,-120.0,0
ORD_02858,REST_038,cloud_kitchen,large,2024-01-14 03:24:00,2024-01-14 03:49:42,2024-01-14 03:52:42,25.7,25.7,10,0.5,5.47,0,0,0,-180.0,0
ORD_02862,REST_042,fast_food,large,2024-03-16 09:53:00,2024-03-16 10:16:48,2024-03-16 10:20:48,21.8,23.8,10,0.5,4.8,0,0,0,-240.0,0
ORD_02867,REST_018,fast_food,small,2024-03-09 06:20:00,2024-03-09 06:30:54,2024-03-09 06:32:54,9.9,10.9,2,0.1,1.58,0,0,0,-120.0,0
ORD_02870,REST_010,fast_food,large,2024-02-27 14:23:00,2024-02-27 15:06:12,2024-02-27 15:08:12,41.2,43.2,22,1.0,5.83,1,1,0,-120.0,0
ORD_02874,REST_044,casual_dining,large,2024-01-05 07:55:00,2024-01-05 08:27:18,2024-01-05 08:31:18,33.3,32.3,12,0.6,8.0,0,0,0,-240.0,0
ORD_02878,REST_043,fast_food,small,2024-02-14 04:47:00,2024-02-14 05:07:30,2024-02-14 05:05:30,18.5,20.5,2,0.1,3.28,1,0,0,120.0,0
ORD_02880,REST_037,fast_food,large,2024-05-29 13:11:00,2024-05-29 13:51:54,2024-05-29 13:53:54,40.9,40.9,21,1.0,6.75,1,1,0,-120.0,0
ORD_02883,REST_020,fast_food,large,2024-02-01 07:16:00,2024-02-01 07:50:00,2024-02-01 07:54:00,33.0,34.0,12,0.6,6.15,0,0,0,-240.0,0
ORD_02886,REST_045,fast_food,large,2024-04-29 12:09:00,2024-04-29 12:52:54,2024-04-29 12:55:54,43.9,43.9,21,1.0,10.76,0,1,0,-180.0,0
ORD_02891,REST_022,cloud_kitchen,medium,2024-02-29 00:36:00,2024-02-29 01:01:42,2024-02-29 01:03:42,26.7,25.7,6,0.3,2.57,0,0,0,-120.0,0
ORD_02892,REST_040,casual_dining,small,2024-03-07 17:57:00,2024-03-07 18:17:18,2024-03-07 18:22:18,21.3,20.3,1,0.05,1.15,0,0,0,-300.0,0
ORD_02894,REST_016,casual_dining,small,2024-06-09 00:28:00,2024-06-09 00:57:54,2024-06-09 00:53:54,27.9,29.9,1,0.05,3.7,0,0,0,240.0,0
ORD_02896,REST_032,fast_food,medium,2024-03-06 03:45:00,2024-03-06 04:13:48,2024-03-06 04:11:48,26.8,28.8,8,0.4,7.49,0,0,0,120.0,0
ORD_02899,REST_049,casual_dining,medium,2024-06-18 05:02:00,2024-06-18 05:22:06,2024-06-18 05:26:06,21.1,20.1,4,0.2,5.04,0,0,0,-240.0,0
ORD_02903,REST_001,cloud_kitchen,large,2024-06-26 15:26:00,2024-06-26 15:50:36,2024-06-26 15:48:36,25.6,24.6,9,0.45,5.4,0,0,0,120.0,0
ORD_02907,REST_021,fast_food,small,2024-04-25 08:17:00,2024-04-25 08:22:00,2024-04-25 08:24:00,5.0,5.0,2,0.1,3.49,0,0,0,-120.0,0
ORD_02911,REST_044,casual_dining,large,2024-02-23 18:24:00,2024-02-23 18:50:48,2024-02-23 18:55:48,26.8,26.8,8,0.4,3.5,0,0,0,-300.0,0
ORD_02912,REST_033,casual_dining,medium,2024-04-05 17:35:00,2024-04-05 18:08:12,2024-04-05 18:13:12,34.2,33.2,4,0.2,4.27,0,0,0,-300.0,0
ORD_02915,REST_047,casual_dining,small,2024-04-16 04:12:00,2024-04-16 04:39:42,2024-04-16 04:42:42,26.7,27.7,1,0.05,3.62,1,0,0,-180.0,0
